,Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
833,of:000000000000000a,Port#:1,360,12607842,31785,336,141,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2321,2225,-1,TCP-SYN,Attack
839,of:0000000000000003,Port#:1,11,926,17220,125,141,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,670,567,-1,TCP-SYN,Attack
844,of:0000000000000004,Port#:2,124,17130,24788,236,141,0,0,0,0,4,556,2282,26,4,0,0,0,0,2,0,0,0,0,0,True,0,5,595,483,-1,TCP-SYN,Attack
845,of:0000000000000004,Port#:3,121,17004,17130,124,141,0,0,0,0,4,556,556,4,4,0,0,0,0,3,0,0,0,0,0,True,0,5,595,483,-1,TCP-SYN,Attack
861,of:000000000000000c,Port#:2,396,6318847,12632887,594,151,0,0,0,0,26,657368,2141,26,5,0,0,0,0,2,225,7681,225,7681,225,True,0,8,3002,2895,-1,TCP-SYN,Attack
864,of:000000000000000a,Port#:1,360,12607842,32667,343,151,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2724,2628,-1,TCP-SYN,Attack
865,of:000000000000000a,Port#:2,867,48771,6362014,1054,151,0,0,0,0,93,5022,5372,96,5,0,0,0,0,2,496,6343062,496,6343062,496,True,0,6,2724,2628,-1,TCP-SYN,Attack
879,of:0000000000000001,Port#:3,415,6329038,6321386,304,151,0,0,0,0,26,2139,657646,28,5,0,0,0,0,3,0,0,0,0,0,True,0,8,970,871,-1,TCP-SYN,Attack
886,of:0000000000000008,Port#:1,131,18006,18006,131,151,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1815,1711,-1,TCP-SYN,Attack
890,of:0000000000000005,Port#:2,131,18006,18048,132,151,0,0,0,0,2,278,278,2,5,0,0,0,0,4,225,7681,225,7681,225,True,0,6,804,704,-1,TCP-SYN,Attack
892,of:000000000000000c,Port#:2,524,6327566,18937898,786,166,0,0,0,0,0,0,602,5,4,0,0,0,0,2,0,0,0,0,0,True,0,8,2700,2605,-1,TCP-SYN,Attack
894,of:000000000000000c,Port#:4,326,6323131,6354633,783,166,0,0,0,0,5,598,602,5,4,0,0,0,0,4,0,0,0,0,0,True,0,8,2700,2605,-1,TCP-SYN,Attack
903,of:0000000000000003,Port#:3,496,12626544,6491143,3342,166,0,0,0,0,4,556,5728,100,5,0,0,0,0,3,448,136504,448,136504,448,True,0,10,7828,7724,-1,TCP-SYN,Attack
905,of:0000000000000004,Port#:1,3300,12779516,19480,143,166,0,0,0,0,100,5728,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,4223,4118,-1,TCP-SYN,Attack
908,of:0000000000000001,Port#:1,301,6312282,6331302,443,166,0,0,0,0,0,0,598,5,5,0,0,0,0,1,0,0,0,0,0,True,0,8,7793,7694,-1,TCP-SYN,Attack
909,of:0000000000000001,Port#:2,3054,12753296,179699,3054,166,0,0,0,0,95,5130,5728,100,5,0,0,0,0,2,507,152002,507,152002,507,True,0,8,7793,7694,-1,TCP-SYN,Attack
915,of:0000000000000007,Port#:2,942,25239745,27629,266,166,0,0,0,0,167,6302960,598,5,4,0,0,0,0,2,0,0,0,0,0,True,0,6,1470,1356,-1,TCP-SYN,Attack
927,of:0000000000000009,Port#:2,327,6323335,18950,135,166,0,0,0,0,5,598,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,1584,1479,-1,TCP-SYN,Attack
930,of:000000000000000c,Port#:2,396,6318847,12633769,601,161,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,7681,0,7681,0,True,0,8,3400,3293,-1,TCP-SYN,Attack
935,of:000000000000000a,Port#:3,137,18840,12683545,1525,161,0,0,0,0,2,278,5344,96,5,0,0,0,0,3,507,57213,507,57213,507,True,0,8,3422,3326,-1,TCP-SYN,Attack
947,of:0000000000000001,Port#:2,125,8724,6322333,312,161,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,989,890,-1,TCP-SYN,Attack
952,of:0000000000000007,Port#:1,134,18714,18840,137,161,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,647,540,-1,TCP-SYN,Attack
971,of:0000000000000003,Port#:2,187,6304485,27986,263,171,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,735,630,-1,TCP-SYN,Attack
978,of:0000000000000001,Port#:2,299,6312146,6330978,430,171,0,0,0,0,26,657368,2417,28,5,0,0,0,0,2,212,7417,212,7417,212,True,0,6,1291,1192,-1,TCP-SYN,Attack
979,of:0000000000000001,Port#:3,429,6330984,6323416,320,171,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,1291,1192,-1,TCP-SYN,Attack
981,of:0000000000000002,Port#:1,126,8793,6323596,322,171,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,749,691,-1,TCP-SYN,Attack
982,of:0000000000000002,Port#:2,320,6323416,6330984,429,171,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,749,691,-1,TCP-SYN,Attack
991,of:000000000000000c,Port#:1,1503,6375504,99719,1581,181,0,0,0,0,93,5022,5582,97,5,0,0,0,0,1,502,77895,502,77895,502,True,0,8,4495,4388,-1,TCP-SYN,Attack
996,of:000000000000000a,Port#:2,1794,12686924,6411008,1870,181,0,0,0,0,119,662369,7575,123,4,0,0,0,0,2,727,6380983,727,6380983,727,True,0,8,4515,4419,-1,TCP-SYN,Attack
999,of:000000000000000b,Port#:1,14,1172,21212,156,181,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,316,252,-1,TCP-SYN,Attack
1001,of:0000000000000003,Port#:1,12,996,21002,155,181,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,762,657,-1,TCP-SYN,Attack
1002,of:0000000000000003,Port#:2,187,6304485,28862,270,181,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,762,657,-1,TCP-SYN,Attack
1003,of:0000000000000003,Port#:3,154,20912,6324021,321,181,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,762,657,-1,TCP-SYN,Attack
1007,of:0000000000000004,Port#:3,147,20618,28115,259,181,0,0,0,0,4,556,2549,30,5,0,0,0,0,3,225,7087,225,7087,225,True,0,5,812,700,-1,TCP-SYN,Attack
1014,of:0000000000000007,Port#:1,149,20702,20828,152,181,0,0,0,0,4,556,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,7,1164,1057,-1,TCP-SYN,Attack
1016,of:0000000000000007,Port#:3,436,6331786,6331879,436,181,0,0,0,0,30,657903,556,4,4,0,0,0,0,3,0,0,0,0,0,True,0,7,1164,1057,-1,TCP-SYN,Attack
1018,of:0000000000000008,Port#:2,436,6331879,6331786,436,181,0,0,0,0,4,556,657903,30,4,0,0,0,0,2,118242,6310768,118242,6310768,118242,True,0,8,2930,2826,-1,TCP-SYN,Attack
1020,of:0000000000000005,Port#:1,442,6332131,12634956,604,181,0,0,0,0,4,556,657903,30,5,0,0,0,0,1,630335,6310768,630335,6310768,630335,True,0,7,1353,1253,-1,TCP-SYN,Attack
1021,of:0000000000000005,Port#:2,154,20912,20954,155,181,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,6303306,0,6303306,0,True,0,7,1353,1253,-1,TCP-SYN,Attack
1022,of:000000000000000c,Port#:1,1695,6385860,110957,1780,191,0,0,0,0,97,5226,5786,101,5,0,0,0,0,1,502,88101,502,88101,502,True,0,6,4895,4788,-1,TCP-SYN,Attack
1031,of:000000000000000b,Port#:2,161,21914,21998,163,191,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,330,266,-1,TCP-SYN,Attack
1032,of:0000000000000003,Port#:1,12,996,21878,162,191,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,783,678,-1,TCP-SYN,Attack
1044,of:0000000000000002,Port#:2,446,6332857,12636121,616,191,0,0,0,0,26,2285,789175,33,5,0,0,0,0,2,78861,6303353,78861,6303353,78861,True,0,6,1066,1008,-1,TCP-SYN,Attack
1046,of:0000000000000007,Port#:2,448,6332965,6340477,558,191,0,0,0,0,4,556,2285,26,5,0,0,0,0,2,-568,0,-568,0,-568,True,0,6,1303,1196,-1,TCP-SYN,Attack
1048,of:0000000000000008,Port#:1,161,21788,21788,161,191,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,7,3259,3155,-1,TCP-SYN,Attack
1053,of:000000000000000c,Port#:1,1889,6396336,122315,1981,201,0,0,0,0,97,5238,5518,99,5,0,0,0,0,1,507,98631,507,98631,507,True,0,8,5592,5485,-1,TCP-SYN,Attack
1056,of:000000000000000c,Port#:4,281,30394,12735945,2428,201,0,0,0,0,27,2204,5518,99,5,0,0,0,0,4,507,6394632,507,6394632,507,True,0,8,5592,5485,-1,TCP-SYN,Attack
1062,of:000000000000000b,Port#:2,168,22796,22880,170,201,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,631,567,-1,TCP-SYN,Attack
1067,of:0000000000000004,Port#:1,554,6340770,22538,165,201,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1038,926,-1,TCP-SYN,Attack
1069,of:0000000000000004,Port#:3,159,22286,6333294,447,201,0,0,0,0,2,278,278,2,5,0,0,0,0,3,630335,6303353,630335,6303353,630335,True,0,5,1038,926,-1,TCP-SYN,Attack
1083,of:0000000000000005,Port#:2,169,22734,22706,169,201,0,0,0,0,3,348,278,2,5,0,0,0,0,4,219,7614,219,7614,219,True,0,7,1810,1709,-1,TCP-SYN,Attack
1086,of:000000000000000c,Port#:3,2822,19051974,6334666,455,211,0,0,0,0,100,5740,560,4,4,0,0,0,0,3,0,6303353,0,6303353,0,True,0,8,6016,5909,-1,TCP-SYN,Attack
1093,of:000000000000000b,Port#:2,177,23958,24042,179,211,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,645,581,-1,TCP-SYN,Attack
1097,of:0000000000000003,Port#:4,291,31588,23818,177,211,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,1115,1010,-1,TCP-SYN,Attack
1101,of:0000000000000001,Port#:1,117,8199,6327465,354,211,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2227,2128,-1,TCP-SYN,Attack
1102,of:0000000000000001,Port#:2,412,6319876,12638187,634,211,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,6303353,0,6303353,0,True,0,6,2227,2128,-1,TCP-SYN,Attack
1106,of:0000000000000002,Port#:2,461,6334845,12638151,632,211,0,0,0,0,4,556,556,4,4,0,0,0,0,2,0,0,0,0,0,True,0,6,1381,1323,-1,TCP-SYN,Attack
1111,of:0000000000000008,Port#:2,458,6334743,12645766,744,211,0,0,0,0,4,556,556,4,4,0,0,0,0,2,630335,6303353,630335,6303353,630335,True,0,6,3882,3778,-1,TCP-SYN,Attack
1119,of:000000000000000a,Port#:1,592,12623700,12646650,750,221,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,6456,6360,-1,TCP-SYN,Attack
1127,of:0000000000000003,Port#:3,294,32275,12631344,526,221,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,1431,1326,-1,TCP-SYN,Attack
1129,of:0000000000000004,Port#:1,571,6342842,24484,179,221,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1213,1101,-1,TCP-SYN,Attack
1136,of:0000000000000002,Port#:1,413,6319927,12639568,648,221,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1398,1340,-1,TCP-SYN,Attack
1142,of:0000000000000008,Port#:2,640,12639112,12646600,750,221,0,0,0,0,33,789175,556,4,4,0,0,0,0,2,0,0,0,0,0,True,0,7,4400,4296,-1,TCP-SYN,Attack
1151,of:000000000000000a,Port#:2,2773,12739766,6468540,2886,231,0,0,0,0,98,5292,5852,102,5,0,0,0,0,2,529,6426816,529,6426816,529,True,0,6,6877,6781,-1,TCP-SYN,Attack
1155,of:000000000000000b,Port#:2,191,25722,25806,193,231,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,677,613,-1,TCP-SYN,Attack
1166,of:0000000000000001,Port#:4,923,18950562,6344519,592,231,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,2271,2172,-1,TCP-SYN,Attack
1171,of:0000000000000007,Port#:3,757,12647476,12647599,758,231,0,0,0,0,4,556,2669,32,5,0,0,0,0,3,-529,0,-529,0,-529,True,0,6,1989,1882,-1,TCP-SYN,Attack
1176,of:0000000000000005,Port#:2,479,6336786,25612,192,231,0,0,0,0,32,2669,556,4,5,0,0,0,0,4,753,6310956,753,6310956,753,True,0,6,2189,2088,-1,TCP-SYN,Attack
1182,of:000000000000000a,Port#:2,2964,12750068,6479724,3084,241,0,0,0,0,92,4968,5248,94,5,0,0,0,0,2,448,6436860,448,6436860,448,True,0,8,7568,7471,-1,TCP-SYN,Attack
1187,of:0000000000000003,Port#:1,478,12615851,6345424,599,241,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1763,1657,-1,TCP-SYN,Attack
1192,of:0000000000000004,Port#:2,200,26558,6345481,601,241,0,0,0,0,3,348,278,2,5,0,0,0,0,2,630335,6303352,630335,6303352,630335,True,0,5,1443,1329,-1,TCP-SYN,Attack
1199,of:0000000000000002,Port#:2,483,6337543,12640695,651,241,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,1426,1367,-1,TCP-SYN,Attack
1200,of:0000000000000007,Port#:1,190,26110,26278,194,241,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,2019,1910,-1,TCP-SYN,Attack
1203,of:0000000000000008,Port#:1,199,26488,6337711,487,241,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,6303352,0,6303352,0,True,0,8,5246,5141,-1,TCP-SYN,Attack
1210,of:000000000000000c,Port#:3,4027,25416401,18952764,943,251,0,0,0,0,98,5450,920169,34,5,0,0,0,0,3,630328,6303287,630328,6303287,630328,True,0,10,8802,8692,-1,TCP-SYN,Attack
1215,of:000000000000000a,Port#:4,3722,19103885,27556,206,251,0,0,0,0,98,5450,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,8,7971,7873,-1,TCP-SYN,Attack
1226,of:0000000000000001,Port#:2,521,6327367,18945052,835,251,0,0,0,0,26,1993,920167,34,5,0,0,0,0,2,118242,6303287,118242,6303287,118242,True,0,6,2591,2492,-1,TCP-SYN,Attack
1229,of:0000000000000002,Port#:1,413,6319927,12642196,669,251,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,1438,1379,-1,TCP-SYN,Attack
1232,of:0000000000000007,Port#:2,1002,12664936,18952799,949,251,0,0,0,0,28,2271,920167,34,5,0,0,0,0,2,0,0,0,0,0,True,0,6,2325,2216,-1,TCP-SYN,Attack
1237,of:0000000000000005,Port#:1,715,6353762,25255591,1108,251,0,0,0,0,28,2271,920167,34,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2528,2426,-1,TCP-SYN,Attack
1240,of:000000000000000c,Port#:2,345,6315394,6398049,960,893,0,0,0,0,74,2757669,3592,48,5,0,0,0,0,2,873,8736,873,8736,873,True,0,6,2892,2771,-1,TCP-SYN,Attack
1245,of:000000000000000a,Port#:3,668,86026,12744496,1965,893,0,0,0,0,2,278,5788,104,5,0,0,0,0,3,507,6357521,507,6357521,507,True,0,8,4622,4501,-1,TCP-SYN,Attack
1248,of:000000000000000c,Port#:3,879,18934886,24962,297,56,0,0,0,0,158,2238132,3217,40,5,0,0,0,0,3,258,15626,258,15626,258,True,0,10,1655,1573,-1,TCP-SYN,Attack
1249,of:000000000000000c,Port#:4,68,9162,32700,473,56,0,0,0,0,4,556,5528,96,5,0,0,0,0,4,496,15552,496,15552,496,True,0,10,1655,1573,-1,TCP-SYN,Attack
1261,of:0000000000000004,Port#:2,66,8884,16945,184,56,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,7945,0,7945,0,True,0,6,678,582,-1,TCP-SYN,Attack
1265,of:0000000000000001,Port#:3,239,6312463,16874,180,56,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,1368,1290,-1,TCP-SYN,Attack
1268,of:0000000000000002,Port#:2,180,16874,6312463,239,56,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,419,365,-1,TCP-SYN,Attack
1272,of:0000000000000008,Port#:1,66,8884,16945,184,56,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,10,1584,1490,-1,TCP-SYN,Attack
1274,of:0000000000000008,Port#:3,665,41452,8884,66,56,0,0,0,0,190,10604,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,10,1584,1490,-1,TCP-SYN,Attack
1284,of:000000000000000c,Port#:1,505,27614,36821,567,66,0,0,0,0,99,5346,6109,104,5,0,0,0,0,1,540,26244,540,26244,540,True,0,10,2364,2276,-1,TCP-SYN,Attack
1286,of:000000000000000c,Port#:3,1203,18954749,6329383,477,66,0,0,0,0,146,9173,2233369,67,5,0,0,0,0,3,249514,6319004,249514,6319004,249514,True,0,10,2364,2276,-1,TCP-SYN,Attack
1287,of:000000000000000c,Port#:4,75,10199,44597,681,66,0,0,0,0,5,759,6109,104,5,0,0,0,0,4,540,26244,540,26244,540,True,0,10,2364,2276,-1,TCP-SYN,Attack
1306,of:0000000000000002,Port#:2,188,17981,6313500,246,66,0,0,0,0,5,759,759,5,5,0,0,0,0,2,0,0,0,0,0,True,0,4,436,377,-1,TCP-SYN,Attack
1309,of:0000000000000007,Port#:3,687,44742,18928429,712,66,0,0,0,0,103,6051,3827,47,5,0,0,0,0,3,320,12614697,320,12614697,320,True,0,8,1530,1435,-1,TCP-SYN,Attack
1316,of:0000000000000006,Port#:1,578,37195,6321220,360,66,0,0,0,0,104,6105,2233365,67,4,0,0,0,0,1,249514,6311323,249514,6311323,249514,True,0,6,1192,1099,-1,TCP-SYN,Attack
1318,of:0000000000000006,Port#:3,364,6321360,9921,73,66,0,0,0,0,67,2233365,759,5,4,0,0,0,0,3,0,0,0,0,0,True,0,6,1192,1099,-1,TCP-SYN,Attack
1319,of:0000000000000009,Port#:1,577,37141,18065,190,66,0,0,0,0,104,6105,759,5,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1397,1302,-1,TCP-SYN,Attack
1322,of:000000000000000c,Port#:1,694,37820,47979,764,76,0,0,0,0,97,5238,5798,101,5,0,0,0,0,1,469,36072,469,36072,469,True,0,8,2750,2660,-1,TCP-SYN,Attack
1323,of:000000000000000c,Port#:2,531,6328048,18929559,722,76,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,8,2750,2660,-1,TCP-SYN,Attack
1324,of:000000000000000c,Port#:3,1400,18965901,6330223,483,76,0,0,0,0,101,5794,560,4,5,0,0,0,0,3,631132,6311323,631132,6311323,631132,True,0,8,2750,2660,-1,TCP-SYN,Attack
1335,of:0000000000000003,Port#:4,372,6322306,10867,81,76,0,0,0,0,4,556,556,4,4,0,0,0,0,4,0,0,0,0,0,True,0,8,1114,1030,-1,TCP-SYN,Attack
1347,of:0000000000000007,Port#:3,880,55690,18929375,720,76,0,0,0,0,99,5686,556,4,4,0,0,0,0,3,0,6311325,0,6311325,0,True,0,6,1736,1640,-1,TCP-SYN,Attack
1349,of:0000000000000008,Port#:2,720,18929375,55690,880,76,0,0,0,0,4,556,5686,99,5,0,0,0,0,2,3655,36558,3655,36558,3655,True,0,8,2707,2606,-1,TCP-SYN,Attack
1355,of:0000000000000006,Port#:2,81,10867,18663,195,76,0,0,0,0,4,556,626,5,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1409,1315,-1,TCP-SYN,Attack
1361,of:000000000000000c,Port#:2,531,6328048,18930399,728,86,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,3434,3344,-1,TCP-SYN,Attack
1369,of:000000000000000b,Port#:2,89,12037,12037,89,86,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,183,128,-1,TCP-SYN,Attack
1370,of:0000000000000003,Port#:1,11,926,11791,88,86,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1132,1048,-1,TCP-SYN,Attack
1376,of:0000000000000004,Port#:3,372,6322888,59359,970,86,0,0,0,0,2,278,5450,98,4,0,0,0,0,3,459,46926,459,46926,459,True,0,5,1495,1392,-1,TCP-SYN,Attack
1378,of:0000000000000001,Port#:2,186,6304414,19914,204,86,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,2583,2497,-1,TCP-SYN,Attack
1387,of:0000000000000008,Port#:2,726,18930209,66934,1079,86,0,0,0,0,2,278,5450,98,5,0,0,0,0,2,464,46926,464,46926,464,True,0,6,3290,3189,-1,TCP-SYN,Attack
1389,of:0000000000000005,Port#:1,437,12618852,74688,1192,86,0,0,0,0,2,278,5450,98,5,0,0,0,0,1,459,46926,459,46926,459,True,0,5,2082,1985,-1,TCP-SYN,Attack
1395,of:0000000000000009,Port#:1,968,59251,19775,203,86,0,0,0,0,97,5396,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2304,2208,-1,TCP-SYN,Attack
1400,of:000000000000000c,Port#:3,1968,25291596,6331903,495,96,0,0,0,0,96,5354,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,3836,3746,-1,TCP-SYN,Attack
1403,of:000000000000000a,Port#:2,11,926,13009,97,96,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,10,5095,5009,-1,TCP-SYN,Attack
1411,of:0000000000000003,Port#:4,385,6324016,12577,94,96,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,4,1153,1069,-1,TCP-SYN,Attack
1415,of:0000000000000001,Port#:1,1083,58778,70755,1168,96,0,0,0,0,96,5184,5462,98,5,0,0,0,0,1,475,57132,475,57132,475,True,0,8,3268,3182,-1,TCP-SYN,Attack
1426,of:0000000000000008,Port#:3,2512,6439063,12577,94,96,0,0,0,0,234,13601,278,2,4,0,0,0,0,3,0,0,0,0,0,True,0,7,3810,3709,-1,TCP-SYN,Attack
1434,of:0000000000000009,Port#:2,96,12855,12561,89,96,0,0,0,0,2,278,278,2,5,0,0,0,0,3,382874,3929523,382874,3929523,382874,True,0,7,2886,2790,-1,TCP-SYN,Attack
1439,of:000000000000000c,Port#:4,105,14009,96886,1579,106,0,0,0,0,4,556,5744,100,5,0,0,0,0,4,523,74859,523,74859,523,True,0,6,4258,4168,-1,TCP-SYN,Attack
1449,of:0000000000000003,Port#:4,572,12628859,13731,103,106,0,0,0,0,69,2364413,556,4,4,0,0,0,0,4,0,0,0,0,0,True,0,6,1462,1378,-1,TCP-SYN,Attack
1461,of:0000000000000007,Port#:3,1591,97413,18932239,742,106,0,0,0,0,102,5848,556,4,4,0,0,0,0,3,0,0,0,0,0,True,0,6,2519,2423,-1,TCP-SYN,Attack
1464,of:0000000000000008,Port#:3,2905,6460973,13731,103,106,0,0,0,0,197,10982,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,7,4244,4143,-1,TCP-SYN,Attack
1474,of:000000000000000c,Port#:1,1744,6390132,6403879,1840,116,0,0,0,0,164,2369205,8625,140,5,0,0,0,0,1,1738,6388240,1738,6388240,1738,True,0,8,4935,4845,-1,TCP-SYN,Attack
1478,of:000000000000000a,Port#:1,3210,6469284,6482908,3303,116,0,0,0,0,199,10762,11252,202,5,0,0,0,0,1,977,163203,977,163203,977,True,0,8,6696,6609,-1,TCP-SYN,Attack
1484,of:0000000000000003,Port#:1,11,926,14697,111,116,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,8,1766,1682,-1,TCP-SYN,Attack
1486,of:0000000000000003,Port#:3,216,22070,6324809,380,116,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,1766,1682,-1,TCP-SYN,Attack
1487,of:0000000000000003,Port#:4,754,18933228,14607,110,116,0,0,0,0,69,2364415,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,8,1766,1682,-1,TCP-SYN,Attack
1497,of:0000000000000007,Port#:1,109,14593,14591,105,116,0,0,0,0,5,626,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2843,2745,-1,TCP-SYN,Attack
1498,of:0000000000000007,Port#:2,857,18940350,109461,1803,116,0,0,0,0,41,3275,5848,102,5,0,0,0,0,2,7824,78246,7824,78246,7824,True,0,6,2843,2745,-1,TCP-SYN,Attack
1500,of:0000000000000008,Port#:1,110,14607,12629539,576,116,0,0,0,0,4,556,2364415,69,5,0,0,0,0,1,236385,6303419,236385,6303419,236385,True,0,8,4930,4828,-1,TCP-SYN,Attack
1503,of:0000000000000005,Port#:1,460,12621758,116531,1905,116,0,0,0,0,4,556,5794,101,5,0,0,0,0,1,7824,78246,7824,78246,7824,True,0,6,2978,2879,-1,TCP-SYN,Attack
1516,of:000000000000000a,Port#:1,3590,6489780,6504244,3689,126,0,0,0,0,192,10368,10648,194,5,0,0,0,0,1,945,183561,945,183561,945,True,0,8,7473,7385,-1,TCP-SYN,Attack
1517,of:000000000000000a,Port#:2,11,926,15963,120,126,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,8,7473,7385,-1,TCP-SYN,Attack
1526,of:0000000000000004,Port#:1,2121,12711996,15147,109,126,0,0,0,0,98,5462,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2913,2809,-1,TCP-SYN,Attack
1527,of:0000000000000004,Port#:2,116,15441,18934132,761,126,0,0,0,0,2,278,348,3,5,0,0,0,0,2,630341,6303419,630341,6303419,630341,True,0,6,2913,2809,-1,TCP-SYN,Attack
1534,of:0000000000000002,Port#:2,343,31214,12629517,565,126,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1463,1402,-1,TCP-SYN,Attack
1535,of:0000000000000007,Port#:1,115,15427,15425,111,126,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,3058,2959,-1,TCP-SYN,Attack
1538,of:0000000000000008,Port#:1,116,15441,12630373,582,126,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,6303419,0,6303419,0,True,0,8,5334,5231,-1,TCP-SYN,Attack
1550,of:000000000000000c,Port#:1,2122,6410548,6426150,2231,136,0,0,0,0,95,5130,5410,97,5,0,0,0,0,1,640125,6401259,640125,6401259,640125,True,0,6,5733,5637,-1,TCP-SYN,Attack
